URL of Story,Headline,Media Outlet,Publication Date,Conflicts,EnteredBy,Pub Status,Internal Notes,Notes,Created
https://www.marketwatch.com/story/philippine-government-party-to-be-held-at-trumps-dc-hotel-2018-04-19,Philippine government party to be held at Trump’s DC hotel,MarketWatch,4-19-18,"Trump Old Post Office,Trump International Hotel DC,Philippine Government",Lynn Walsh,Approved,,,2018-06-12 7:47pm
https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,"Mueller Investigating Ukrainian’s $150,000 Payment for a Trump Appearance",New York Times,4-9-18,"Donald J. Trump Foundation,Victor Pinchuk,Michael Cohen",Lynn Walsh,Approved,,,2018-06-12 7:47pm
https://newrepublic.com/article/147351/political-corruption-art-deal,Political Corruption and the Art of the Deal How Trump's business partnerships in India are creating conflicts of interest in the White House and corrupting the presidency,The New Republic,3-21-18,"Dt India Venture,Trump International Hotels Management D/B/A Trump Hotel Collection",Lynn Walsh,Approved,,,2018-06-12 7:54pm
https://www.cnn.com/2018/03/28/politics/emoluments-lawsuit-trump-hotel/index.html,Judge allows lawsuit alleging Trump took illegal foreign gifts,CNN,3-28-18,"Trump Old Post Office,Trump International Hotel DC",Lynn Walsh,Approved,,,2018-06-12 7:55pm
https://wamu.org/story/18/03/21/summons-issued-trump-emoluments-case/,Summons Issued For Trump In Emoluments Case,WAMU,3-21-18,"Trump Old Post Office,Trump International Hotel DC",Lynn Walsh,Approved,,,2018-06-12 7:56pm
https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,Kushner Conflict Cloud Hovers Over Brooklyn Sale Linked to Japan,Bloomberg,3-13-18,"Kushner Companies,Nippon Telegraph & Telephone Corp. (NTT),175 Pearl Street,Normandy Real Estate Partners",Lynn Walsh,Approved,,,2018-06-12 7:59pm
http://www.mcclatchydc.com/article204578309.html,Ivanka Trump never cut ties with the Trump Organization. That’s turned into a problem.,McClatchy,3-12-18,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,2018-06-12 8:02pm
https://mobile.nytimes.com/2018/03/10/business/trumps-kushners-hotel-deals.html?referer=https://amp-cnn-com.cdn.ampproject.org/c/s/amp.cnn.com/cnn/2018/03/11/politics/new-york-times-jared-kushner-donald-trump-hotel/index.html,"Out of Public View, Trumps and Kushners Are Talking Business",New York Times,3-10-18,"Kushner Companies,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Pier Village",Lynn Walsh,Approved,,,2018-06-12 8:04pm
https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,Trump officials fight eviction from Panama hotel they manage,Associated Press,2-24-18,"Panama Ocean Club Management,Trump Panama Hotel Management,Trump International Hotel And Tower (Panama),Trump Marks Panama,Trump Panama Condominium",Lynn Walsh,Approved,,,2018-06-12 10:49pm
https://www.washingtonpost.com/politics/new-york-files-suit-against-president-trump-alleging-his-charity-engaged-in-illegal-conduct/2018/06/14/c3cbf71e-6fc9-11e8-bd50-b80389a4e569_story.html?utm_term=.4ceb5b79cb06,"New York files civil suit against President Trump, alleging his charity engaged in ‘illegal conduct’",Washington Post,6-14-2018,"Donald J. Trump Foundation,Internal Revenue Service,Federal Election Commission",Heidi Johnson,Approved,,,2018-06-12 10:49pm
https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,"Trump can profit from foreign government business at his hotel if he doesn’t do favors in return, Justice Dept. argues",Washington Post,6-12-2018,"Trump International Hotel DC,Trump Old Post Office,U.S Department of Justice",Heidi Johnson,Approved,,,2018-06-18 2:00pm
https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,"Jared Kushner and Ivanka Trump made at least $82 million in outside income last year while serving in the White House, filings show",Washington Post,6-12-2018,"Trump International Hotel DC,Trump Old Post Office,Quail Ridge,Kushner Companies,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Ivanka M. Trump Charitable Fund,Penguin Random House,Vegas Seven,Veggie Grill,666 Fifth Ave",Heidi Johnson,Approved,,,2018-06-18 2:13pm
https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,Congressional Democrats seek ruling against Trump to enforce emoluments clause,Washington Post,6-7-2018,"Trump Old Post Office,Trump International Hotel DC,U.S Department of Justice,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,2018-06-18 2:18pm
https://www.washingtonpost.com/business/economy/trump-officials-acted-on-energy-policies-suggested-by-coal-tycoon-documents-show/2018/06/06/77685792-69ce-11e8-9e38-24e693b38637_story.html?utm_term=.b0db00dc5295,"Trump officials took actions on energy policies suggested by coal tycoon, documents show",Washington Post,6-6-2018,,Heidi Johnson,To Discuss,"6-19-18 LW: This is an conflict of interest, just is not tied to his business, BUT Murray is a donor. So, do we include? HJ:I would say this conflict is either with Murray Energy, or a campaign donation conflict but couldn't find either on the list.",,2018-06-18 2:21pm
https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,"Ivanka Trump And Jared Kushner Earned More Than $80 Million Last Year, Filings Show",NPR,6-12-2018,"Trump International Hotel DC,Ivanka Trump brand,Kushner Companies,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Heidi Johnson,Approved,,,2018-06-18 2:21pm
https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,Trump Organization Deals In Asia Fuel Debate On Emoluments Lawsuit,NPR,6-7-2018,"Metallurgical Corporation of China (M.C.C.),U.S Department of Justice,Lido City Development,Dt Lido Golf Manager,Dt Marks Lido,Dt Lido Hotel Manager,Dt Lido Technical Services Manager,Hary Tanoesoedibjo",Heidi Johnson,Approved,"6-19-18 LW: YEs, added the conflict. HJ: Conflict is with Indonesia hotel development?",,2018-06-18 2:28pm
https://www.npr.org/2018/06/14/620103280/new-york-attorney-general-sues-trump-foundation-and-its-board-of-directors,New York Attorney General Sues Trump Foundation And Its Board Of Directors,NPR,6-14-2018,Donald J. Trump Foundation,Heidi Johnson,Approved,,,2018-06-18 3:19pm
https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,Legal Defense Funds For Trump Allies Multiply,NPR,6-15-2018,"""The Patriot Legal Defense Fund Trust, LLC"",U.S Department of Justice,Internal Revenue Service,Office of Government Ethics",Heidi Johnson,Approved,"6-19-18 LW: I am creating this entity right now. HJ: The Patriot Legal Defense (ph) Fund Trust, LLC ",,2018-06-18 3:21pm
https://www.npr.org/2018/06/14/619959270/new-yorks-attorney-general-sues-the-trump-foundation,New York's Attorney General Sues The Trump Foundation,NPR,6-14-2018,"Donald J. Trump Foundation,Internal Revenue Service,Federal Election Commission",Heidi Johnson,Approved,,,2018-06-18 3:21pm
https://www.npr.org/2018/06/14/619974462/n-y-attorney-general-files-suit-against-trump-foundation,N.Y. Attorney General Files Suit Against Trump Foundation,NPR,6-14-2018,"Donald J. Trump Foundation,Internal Revenue Service,Federal Election Commission",Heidi Johnson,Approved,,,2018-06-18 3:25pm
http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,"Buyers tied to Russia, former Soviet republics paid $109 million cash for Trump properties",McClatchy,2018-06-19,"Trump Organization Inc.,Trump Tower I,Trump Organization LLC D/B/A The Trump Organization,Treasury Department,Trump Marks Sunny Isles Ii,Trump Marks Sunny Isles I,Trump Miami Resort,Trump Tower Managing Member,Trump Tower Condominium Residential Section,Dt Tower I,Dt Tower Ii",Bob Goldstraw,Approved,,,2018-06-19 7:50am
https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-sues-trump-foundation-what-might-happen-n883901,New York attorney general sues Trump Foundation: What might happen next,NBC,2018-06-16,"Donald J. Trump Foundation,Internal Revenue Service,Federal Election Commission",Bob Goldstraw,Approved,,,2018-06-19 10:00am
https://www.nbcnews.com/think/opinion/trump-foundation-lawsuit-highlights-how-private-charities-can-be-used-ncna883516,Trump Foundation lawsuit highlights how private charities can be used as slush funds when no one's looking,NBC,2018-06-15,Donald J. Trump Foundation,Bob Goldstraw,Rejected,"6-19-18 LW: I am going to reject this link since it is an opinion piece. BG: As an opinion piece, maybe this doesn't belong here?",,2018-06-19 10:14am
https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,Trump faces what he's long avoided: being held to account,CNN,2018-06-15,"Donald J. Trump Foundation,Mar-A-Lago Club",Bob Goldstraw,Rejected,6-19-18 LW: Rejected because it is an opinion article.,,2018-06-19 10:24am
https://www.mcclatchydc.com/news/politics-government/white-house/article213164779.html,Company owned by Chinese government awarded another contract at Trump development,McClatchy,2018-06-14,"Trump World Golf Club Dubai,DAMAC Properties,China State Construction Engineering Corp.",Bob Goldstraw,Approved,,,2018-06-19 10:33am
https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,Trump admin says Trump can profit from foreign hotel guests,CNN,2018-06-11,"Trump International Hotel DC,Trump Old Post Office,U.S Department of Justice",Bob Goldstraw,Approved,,,2018-06-19 10:38am
https://edition.cnn.com/2018/06/19/politics/trump-foundation-q-and-a/,Exactly how much trouble is the Trump Foundation in?,CNN,2018-06-19,"Donald J. Trump Foundation,Internal Revenue Service",Bob Goldstraw,Approved,,,2018-06-19 10:58am
https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?noredirect=on&utm_term=.8e425bfe3d1e,Israel-focused charity praises Trump — and pays him — at Mar-a-Lago gala,Washington Post,02-26-2018,Mar-A-Lago Club,Lynn Walsh,Approved,,,2018-06-19 4:33pm
http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,Trump Jr. steals spotlight from Canada's Trudeau as India visits coincide,Fox News,02-20-2018,"Dt India Venture,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Management,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,2018-06-19 7:15pm
https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,Trump Jr. to give foreign policy speech while on ‘unofficial’ business trip to India,Washington Post,02-19-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Dt India Venture,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Management",Lynn Walsh,Approved,,,2018-06-19 7:19pm
https://www.bloomberg.com/news/articles/2018-02-15/kushner-investors-said-to-be-subpoenaed-by-u-s-tax-authorities?utm_content=politics&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&cmpid%3D=socialflow-twitter-politics,"Kushner Investors Subpoenaed by U.S. Tax Authorities, Source Says",Bloomberg,02-15-2018,"Kushner Companies,U.S Department of Justice,Internal Revenue Service",Lynn Walsh,Approved,,,2018-06-19 7:22pm
https://www.forbes.com/trump-tenants/#4fcc6c891d32,Landlord-in-Chief,Forbes,02-13-2018,"Dt Tower I,Dt Tower Ii,Trump Tower Commercial,Trump Tower Managing Member,Trump Tower I,Trump Lntematlonal Hotel And Tower Condominium,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,2018-06-19 7:23pm
https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,"Trump Organization Revives Project In Dominican Republic, Roiling Local Politics",Fast Company,02-07-2018,"Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Management,Cap Cana,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization",Lynn Walsh,Approved,,,2018-06-19 7:27pm
http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,TRUMP ORGANIZATION'S DOMINICAN REPUBLIC PROJECTS COULD BE GROUNDS FOR IMPEACHMENT: EXPERTS,Newsweek,02-10-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Cap Cana,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Management",Lynn Walsh,Approved,,,2018-06-19 7:30pm
https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,Document shows GSA employees spending at the Trump Hotel in DC,CNN,02-03-2018,"Trump Old Post Office,Trump International Hotel DC,General Services Administration",Lynn Walsh,Approved,,,2018-06-19 7:31pm
https://www.theguardian.com/us-news/2018/feb/04/jared-kushner-property-empire-trump,"Jared Kushner's property empire had to thrive under Trump, right? Wrong",The Guardian,02-04-2018,Kushner Companies,Lynn Walsh,Approved,,,2018-06-19 7:33pm
https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,TRUMP INC: A CHRONICLE OF PRESIDENTIAL CONFLICTS,Citizens for Responsibility and Ethics in Washington (CREW),01-25-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump Old Post Office,Mar-A-Lago Club,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump International Hotel DC",Lynn Walsh,Approved,"7-15-18 SM: Story said ""Late January"" so I put in 1/25/2018 ",,2018-06-19 7:35pm
https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,DAMAC awards infrastructure works contract at AKOYA Oxygen to CSCEC as construction spend tops AED 5.6 billion,Press Release,06-10-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection,Dt Marks Dubai,Dt Marks Dubai Ii,Thc Dubai Ii Hotel Manager,Trump World Golf Club Dubai,Dt Dubai Golf Manager,Dt Dubai Ii Golf Manager,Trump Marks Dubai,China State Construction Engineering Corp.,DAMAC Properties",Lynn Walsh,Approved,,,2018-06-19 7:38pm
http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,Trump promised not to work with foreign entities. His company just did,McClatchy,09-01-2017,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection,Dt Marks Dubai,Dt Marks Dubai Ii,Thc Dubai Ii Hotel Manager,Trump World Golf Club Dubai,Dt Dubai Golf Manager,Dt Dubai Ii Golf Manager,Trump Marks Dubai,China State Construction Engineering Corp.,DAMAC Properties",Lynn Walsh,Approved,,,2018-06-27 12:57am
http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,CSCEC lands $19m Damac contract for Dubai's Akoya Oxygen,Construction Week Online,06-10-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection,Dt Marks Dubai,Dt Marks Dubai Ii,Thc Dubai Ii Hotel Manager,Trump World Golf Club Dubai,Dt Dubai Golf Manager,Dt Dubai Ii Golf Manager,Trump Marks Dubai,China State Construction Engineering Corp.,DAMAC Properties",Lynn Walsh,Approved,,,2018-06-27 12:58am
http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,"Ivanka Trump and Jared Kushner detail vast wealth: Real estate, fashion and investments ",CNN,06-11-1028,"Kushner Companies,Ivanka Trump brand,Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Ivanka M. Trump Charitable Fund,Ivanka Trump Business Trust,Westminister Management",Bob Goldstraw,Approved,,,2018-06-27 12:58am
https://www.mcclatchydc.com/news/nation-world/article213846794.html,The winding money trail from Kazakhstan to Trump SoHo,McClatchy,06-26-2018,"Trump Soho,Trump Organization Inc.",Bob Goldstraw,Approved,,,2018-06-27 10:30am
https://www.cnn.com/2018/06/28/politics/trump-irs-nominee-charles-rettig/index.html,Trump IRS nominee owns property at Trump-branded hotel,CNN,06-28-2018,"Trump International Hotel Hawaii,Internal Revenue Service",Bob Goldstraw,Approved,,,2018-06-30 4:07pm
https://www.washingtonpost.com/politics/prosecutors-cancel-meeting-with-stormy-daniels/2018/06/25/ff69bdb2-7887-11e8-8df3-007495a78738_story.html?utm_term=.5773519d5874,Prosecutors cancel meeting with Stormy Daniels,Washington Post,6-28-2018,Stephanie Clifford (Aka Stormy Daniels),Heidi Johnson,Approved,,,2018-07-02 6:26pm
https://www.washingtonpost.com/politics/kushners-ties-to-israeli-firms-at-issue-as-he-visits-region-on-peace-mission/2018/06/21/cc3a3438-730c-11e8-9780-b1dd6a09b549_story.html?utm_term=.88424d3f7ac4,Kushner’s ties to Israeli firms are at issue as he visits region on peace mission,Washington Post,6-22-2018,Kushner Companies,Heidi Johnson,Approved,,,2018-07-02 6:27pm
https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,"Trump business dealings raise ‘serious concerns,’ ethics office says",Washington Post,6-23-2018,"Trump International Development,Metallurgical Corporation of China (M.C.C.),Lido City Development,Dt Marks Lido,Dt Lido Hotel Manager,Dt Lido Golf Manager,Dt Lido Technical Services Manager,MNC Group",Heidi Johnson,Approved,,,2018-07-02 6:45pm
https://www.nbcnews.com/politics/donald-trump/news-media-paid-melania-trump-thousands-use-photos-positive-stories-n883111, News media paid Melania Trump thousands for use of photos in 'positive stories only',NBC,07-02-2018,"Melania LLC,Getty Images",Bob Goldstraw,Approved,,,2018-07-02 6:45pm
https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,Trump Leaves His Mark on a Presidential Keepsake,New York Times,06-24-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Mar-A-Lago Club",Lynn Walsh,Approved,,,2018-07-02 6:55pm
http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,ALEXANDRIA OCASIO-CORTEZ SAYS DONALD TRUMP SHOULD BE IMPEACHED OVER EMOLUMENTS CLAUSE VIOLATIONS FROM DAY ONE OF HIS PRESIDENCY,Newsweek,06-27-2018,"Trump Organization Inc.,Trump International Hotel DC,Trump International Hotels Management D/B/A Trump Hotel Collection,Trump Old Post Office",Lynn Walsh,Approved,,,2018-07-03 8:59pm
http://www.newsweek.com/donald-trump-irs-nominee-hotel-999627?amp=1,DONALD TRUMP'S IRS NOMINEE DIDN'T DISCLOSE HE OWNED MULTIPLE PROPERTIES IN TRUMP HOTEL,Newsweek,06-28-2018,"Internal Revenue Service,Trump International Hotel Hawaii",Lynn Walsh,Approved,,,2018-07-03 9:02pm
https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,Trumps and Kushners Cut Ties on Hotel Deals That Raised Eyebrows,New York Times,06-21-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Kushner Companies,Westminister Management,Scion,American Idea",Lynn Walsh,Approved,,,2018-07-03 9:04pm
https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,We’ve Found $16.1 Million in Political and Taxpayer Spending at Trump Properties,ProPublica,06-27-2018,"Trump Organization Inc.,Trump Organization LLC D/B/A The Trump Organization,Trump International Hotels Management D/B/A Trump Hotel Collection,Tag Air,Department of Defense,Department of Homeland Security,Trump International Hotel DC,Trump Old Post Office,Mar-A-Lago Club,Trump Tower I,Trump Tower Commercial",Lynn Walsh,Approved,,,2018-07-03 9:07pm
https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,Trump lost millions at golf courses in Scotland. U.S. voters weren’t told that,McClatchy,07-13-18,"Trump Turnberry,Trump Organization Inc.,Mar-A-Lago Club",Bob Goldstraw,,,,2018-07-04 6:21pm
